method,case_id,expected_classification,actual_classification,api,zig_exe,zig_version,zig_cc_version,compiler_target,c_mode,compile_flags,link_flags,compile_exit_code,python_exe,python_version,platform,stdc_version,char_bit,sizeof_char,sizeof_float,sizeof_double,sizeof_long_double,sizeof_void_p,sizeof_size_t,flt_radix,flt_mant_dig,dbl_mant_dig,ldbl_mant_dig,decimal_dig,dbl_decimal_dig,dbl_min,dbl_max,input_text,input_length,locale_name,locale_radix,returned_value,returned_category,endptr_offset,characters_consumed,remaining_suffix,complete_consumption,errno_before,errno_after,range_error,isfinite,isnan,isinf,signbit,fpclassify,policy_name,policy_min,policy_max,policy_accepted,accepted_value,rejection_reason,token_offsets,separator_offsets,parsed_vector,parsed_count,format_precision,formatted_text,snprintf_ret,buffer_capacity,truncation_status,bytewise_roundtrip_equal,stable_input_hash,stable_output_hash,model_loaded,dataset_read,prediction_calculated,threaded_operation,elapsed_time,sanitization_applied,skip_reason,failure_reason,narrow_conclusion
enumerate_ml_input_model,overflow_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e9999,,C,.,inf,,6,,,,0,34,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,overflow_marker
ml_context_observation,overflow_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e9999,,C,.,inf,,6,,,,0,34,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,overflow_marker
inspect_toolchain,underflow_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e-9999,,C,.,0,,7,,,,0,34,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,underflow_marker
exercise_strtod,underflow_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e-9999,,C,.,0,,7,,,,0,34,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,underflow_marker
check_parse_policy,underflow_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e-9999,,C,.,0,,7,,,,0,34,,True,,,,,strict_token,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,underflow_marker
enumerate_ml_input_model,underflow_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e-9999,,C,.,0,,7,,,,0,34,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,underflow_marker
ml_context_observation,underflow_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,1e-9999,,C,.,0,,7,,,,0,34,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,underflow_marker
inspect_toolchain,negative_zero_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,-0.0,,C,.,0,,4,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,negative_zero_marker
exercise_strtod,negative_zero_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,-0.0,,C,.,0,,4,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,negative_zero_marker
check_parse_policy,negative_zero_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,-0.0,,C,.,0,,4,,,,0,0,,,,,1,,strict_token,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,negative_zero_marker
enumerate_ml_input_model,negative_zero_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,-0.0,,C,.,0,,4,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,negative_zero_marker
ml_context_observation,negative_zero_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,-0.0,,C,.,0,,4,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,negative_zero_marker
inspect_toolchain,infinity_token_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,INF,,C,.,,,3,,,,0,0,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,infinity_token_marker
exercise_strtod,infinity_token_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,INF,,C,.,,,3,,,,0,0,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,infinity_token_marker
check_parse_policy,infinity_token_marker,expected_error,expected_error,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,INF,,C,.,,,3,,,,0,0,,,,True,0,,finite_only,,,False,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,infinity_token_marker
enumerate_ml_input_model,infinity_token_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,INF,,C,.,,,3,,,,0,0,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,infinity_token_marker
ml_context_observation,infinity_token_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,INF,,C,.,,,3,,,,0,0,,,,True,0,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,infinity_token_marker
inspect_toolchain,nan_token_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,NAN,,C,.,,,3,,,,0,0,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,nan_token_marker
exercise_strtod,nan_token_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,NAN,,C,.,,,3,,,,0,0,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,nan_token_marker
check_parse_policy,nan_token_marker,expected_error,expected_error,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,NAN,,C,.,,,3,,,,0,0,,,True,,,,finite_only,,,False,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,nan_token_marker
enumerate_ml_input_model,nan_token_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,NAN,,C,.,,,3,,,,0,0,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,nan_token_marker
ml_context_observation,nan_token_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,NAN,,C,.,,,3,,,,0,0,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,nan_token_marker
inspect_toolchain,hexadecimal_float_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,0x1.8p+1,,C,.,3,,8,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,hexadecimal_float_marker
exercise_strtod,hexadecimal_float_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,0x1.8p+1,,C,.,3,,8,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,hexadecimal_float_marker
check_parse_policy,hexadecimal_float_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,0x1.8p+1,,C,.,3,,8,,,,0,0,,,,,,,strict_token,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,hexadecimal_float_marker
enumerate_ml_input_model,hexadecimal_float_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,0x1.8p+1,,C,.,3,,8,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,hexadecimal_float_marker
ml_context_observation,hexadecimal_float_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,0x1.8p+1,,C,.,3,,8,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,hexadecimal_float_marker
inspect_toolchain,c_locale_radix_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,1.5,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,c_locale_radix_marker
exercise_strtod,c_locale_radix_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,1.5,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,c_locale_radix_marker
check_parse_policy,c_locale_radix_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,1.5,,3,,,,0,,,,,,,,strict_token,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,c_locale_radix_marker
enumerate_ml_input_model,c_locale_radix_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,1.5,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,c_locale_radix_marker
ml_context_observation,c_locale_radix_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,1.5,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,c_locale_radix_marker
inspect_toolchain,snprintf_roundtrip_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,snprintf_roundtrip_marker
exercise_strtod,snprintf_roundtrip_marker,pass,pass,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,17,,,,,,,,False,False,False,False,0.0,True,,,snprintf_roundtrip_marker
check_parse_policy,snprintf_roundtrip_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,strict_token,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,snprintf_roundtrip_marker
enumerate_ml_input_model,snprintf_roundtrip_marker,not_applicable,not_applicable,enumerate_ml_input_model,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,snprintf_roundtrip_marker
ml_context_observation,snprintf_roundtrip_marker,not_applicable,not_applicable,ml_context_observation,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,snprintf_roundtrip_marker
inspect_toolchain,bounded_probability_marker,not_applicable,not_applicable,inspect_toolchain,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,bounded_probability_marker
exercise_strtod,bounded_probability_marker,not_applicable,not_applicable,exercise_strtod,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,bounded_probability_marker
check_parse_policy,bounded_probability_marker,pass,pass,check_parse_policy,/portable-zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,,0,/python-lab/python3,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,8,1,4,8,16,8,8,2,24,53,64,21,17,2.2250738585072014e-308,1.7976931348623157e+308,,,C,.,,,,,,,0,,,,,,,,bounded_probability,0,1,True,,,,,,,,,,,,,,,False,False,False,False,0.0,True,,,bounded_probability_marker
